Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
2022-09-30_AM-Sample_Raw-Lake_Test1,79.8092,84.5458,0.7669,198.2746,198.1302,197.9792,529.4558,579.2987,536.3435,0.3404,0,2482,474,752,7.6168,4.7122,1000.0000,7.6303,4.7751,1000.0000,0.0629,0.6075,0.5853,0.8869,1.7085,39.5943,0.9196,09-30-2022 13:59:39,10.0805,11.8951,10.3753,56.9120,784.7660,3.0383,50.0000,-25.0000,0.3680,0.7310,0.0000,0.3291,18.3935,6.0539,2482,81,77,0,0,157.2965,13.4458,1,48.8949,1.0007,0.9985,0.9992,1.2349,0.0000,0.0000,0.0000,30.5924,2409908,0.0000,0,0.0000,0.0000,143769.0000,0.5668,09-30-2022 13:59:39,09-30-2022 13:59:39,0.1526,AAEB2A8E40E911ED8B1900301809E817,536.3435,881.2552,10.0418
2022-09-30_AM-Sample_Raw-Lake_Test1,147.7676,154.9683,0.7515,192.4372,192.1758,191.9023,578.1176,1803.3364,1351.2411,0.3404,0,2483,323,368,7.4125,4.5437,1000.0000,7.4390,4.5923,1000.0000,0.0486,0.3376,0.2114,0.7647,4.7300,57.0184,0.7582,09-30-2022 13:59:39,13.7165,17.4360,14.0468,54.6109,784.9850,12.7815,-50.0000,50.0000,1.5664,0.3896,0.0000,0.0782,49.3587,3.8617,2483,97,100,0,0,140.8452,19.2326,2,106.4408,1.0014,0.9972,0.9986,1.8668,0.0000,0.0000,0.0000,38.1730,2409909,0.0000,0,0.0000,0.0000,221972.0000,0.3628,09-30-2022 13:59:39,09-30-2022 13:59:39,0.2133,AAEB2E6140E911ED8B1900301809E817,1351.2411,2775.5083,14.1266
2022-09-30_AM-Sample_Raw-Lake_Test1,350.8821,350.8821,0.7930,204.6265,204.4622,204.1344,4216.6650,4461.1652,4944.3084,0.3404,0,2484,964,1223,7.7499,4.8221,1000.0000,7.7767,5.1712,1000.0000,0.3491,0.6998,0.6657,0.9598,1.5021,73.6824,0.9582,09-30-2022 13:59:39,21.1366,22.7690,21.1366,40.5507,785.4690,2.2805,-80.0000,10.0000,0.1963,0.8359,0.0000,0.4385,30.3379,13.3029,2484,118,105,0,0,90.2165,25.3598,1,87.2817,1.0008,0.9976,0.9984,1.1846,0.0000,0.0000,0.0000,75.0419,2409910,0.0000,0,0.0000,0.0000,314224.0000,0.6696,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0717,AAEB324340E911ED8B1900301809E817,4944.3084,6180.5799,19.9134
2022-09-30_AM-Sample_Raw-Lake_Test1,82.7297,95.8999,0.6512,200.0201,200.0233,200.0530,206.8615,918.1689,566.0511,0.3404,0,2485,974,1235,7.7039,4.7650,1000.0000,7.7171,4.8429,1000.0000,0.0779,0.2774,0.1056,0.6761,9.4669,52.9432,0.5876,09-30-2022 13:59:39,10.2633,16.1501,11.0500,6.5156,785.5630,27.7049,-75.0000,0.0000,2.1066,0.3219,0.0000,0.0361,58.6905,2.1184,2485,100,82,0,0,201.0265,18.8922,4,121.6178,1.0000,1.0002,1.0001,2.2971,0.0000,0.0000,0.0000,1.7873,2409911,0.0000,0,0.0000,0.0000,189568.0000,0.3464,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3645,AAEB35A240E911ED8B1900301809E817,566.0511,2205.5828,12.7650
2022-09-30_AM-Sample_Raw-Lake_Test1,88.3880,99.4657,0.7453,200.1251,200.0941,200.1782,189.2319,1064.5455,625.1057,0.3404,0,2486,973,1234,7.5533,4.6650,1000.0000,7.5553,4.7158,1000.0000,0.0508,0.4765,0.0816,0.7028,12.2491,53.6630,0.5614,09-30-2022 13:59:39,10.6084,16.3770,11.2536,5.8638,785.6570,36.4542,-80.0000,15.0000,2.7566,0.2662,0.0000,0.0274,68.4121,1.8767,2486,96,90,0,0,201.0721,18.2114,3,140.5776,1.0002,1.0003,1.0004,2.6196,0.0000,0.0000,0.0000,1.9335,2409912,0.0000,0,0.0000,0.0000,200871.0000,0.3496,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3522,AAEB38F440E911ED8B1900301809E817,625.1057,2299.8708,14.4670
2022-09-30_AM-Sample_Raw-Lake_Test1,100.1798,114.4189,0.7166,200.8744,201.0969,201.0915,261.3448,1515.7035,754.2820,0.3404,0,2487,953,1233,7.4875,4.8111,1000.0000,7.4920,4.6758,1000.0000,-0.1354,0.1502,0.1056,0.6277,9.4674,66.4914,0.4793,09-30-2022 13:59:39,11.2939,20.4429,12.0699,12.3343,785.7500,27.7065,-45.0000,30.0000,1.4366,0.4104,0.0000,0.0361,63.4496,2.2901,2487,104,110,0,0,202.2117,26.0406,6,131.4794,0.9989,1.0011,1.0000,1.9774,0.0000,0.0000,0.0000,5.5701,2409913,0.0000,0,0.0000,0.0000,225466.0000,0.3282,09-30-2022 13:59:39,09-30-2022 13:59:39,0.4475,AAEB3C7340E911ED8B1900301809E817,754.2820,4473.2878,15.1478
2022-09-30_AM-Sample_Raw-Lake_Test1,118.4329,118.4329,0.6826,201.6914,201.7285,201.6721,1358.4171,785.0708,969.5542,0.3404,0,2488,961,693,7.4875,4.8111,1000.0000,7.4920,4.6758,1000.0000,-0.1354,0.6776,0.8167,0.9249,1.2245,43.6246,1.0000,09-30-2022 13:59:39,12.2798,13.1905,12.2798,120.2869,785.7500,1.0000,-35.0000,75.0000,0.0000,1.3754,0.0000,1.0000,12.0037,12.0037,2488,77,89,0,0,104.7641,16.5094,1,48.0147,0.9998,0.9999,0.9997,1.1006,0.0000,0.0000,0.0000,57.4603,2409913,0.0000,0,0.0000,0.0000,135460.0000,0.8309,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0690,AAEB3F9140E911ED8B1900301809E817,969.5542,1201.6622,10.3822
2022-09-30_AM-Sample_Raw-Lake_Test1,89.6035,110.1050,0.6436,200.2255,200.2700,200.2750,276.8174,963.0388,638.0450,0.3404,0,2489,975,1233,7.3851,4.4959,1000.0000,7.4005,4.6082,1000.0000,0.1123,0.3450,0.1291,0.7358,7.7481,53.8963,0.6419,09-30-2022 13:59:39,10.6811,16.4621,11.8402,6.6525,785.7970,22.2966,-70.0000,5.0000,1.9619,0.3376,0.0000,0.0448,55.9577,2.5097,2489,100,83,0,0,201.2502,18.8922,3,116.9348,0.9998,1.0002,1.0000,2.1696,0.0000,0.0000,0.0000,1.7951,2409914,0.0000,0,0.0000,0.0000,203464.0000,0.4541,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3512,AAEB42DD40E911ED8B1900301809E817,638.0450,2335.9099,12.7650
2022-09-30_AM-Sample_Raw-Lake_Test1,89.5022,111.2339,0.6612,200.0881,199.9792,200.0851,304.0959,1044.4953,636.9630,0.3404,0,2490,974,1232,7.4719,4.6132,1000.0000,7.4715,4.7136,1000.0000,0.1004,0.3134,0.1493,0.7223,6.6960,53.6500,0.6614,09-30-2022 13:59:39,10.6751,16.3770,11.9007,6.4545,785.8440,18.9835,-85.0000,0.0000,1.7454,0.3642,0.0000,0.0527,51.8669,2.7322,2490,101,84,0,0,201.1673,18.8922,3,109.1983,1.0005,1.0000,1.0005,2.0354,0.0000,0.0000,0.0000,1.8755,2409915,0.0000,0,0.0000,0.0000,203179.0000,0.4474,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3482,AAEB460840E911ED8B1900301809E817,636.9630,2299.8708,12.7650
2022-09-30_AM-Sample_Raw-Lake_Test1,117.6088,134.2501,0.7653,200.7354,200.6412,200.6117,358.9437,1378.4036,959.4532,0.3404,0,2491,973,1233,7.5399,4.6402,1000.0000,7.5507,4.7204,1000.0000,0.0803,0.4629,0.1279,0.7991,7.8191,55.7881,0.6952,09-30-2022 13:59:39,12.2370,17.0484,13.0741,6.2722,785.8910,22.5200,-90.0000,15.0000,2.2514,0.3076,0.0000,0.0444,61.4269,2.7277,2491,100,89,0,0,201.5782,18.8922,2,128.3090,1.0005,0.9994,0.9999,2.2999,0.0000,0.0000,0.0000,1.8779,2409916,0.0000,0,0.0000,0.0000,259028.0000,0.4655,09-30-2022 13:59:39,09-30-2022 13:59:39,0.2822,AAEB496A40E911ED8B1900301809E817,959.4532,2594.4599,14.1266
2022-09-30_AM-Sample_Raw-Lake_Test1,84.6467,100.7921,0.6571,200.3160,200.3638,200.4480,213.5191,1016.7547,585.8402,0.3404,0,2492,973,1234,7.4871,4.6133,1000.0000,7.4902,4.6508,1000.0000,0.0374,0.3805,0.0991,0.6695,10.0860,52.7535,0.6188,09-30-2022 13:59:39,10.3815,16.1123,11.3284,6.2219,785.9380,29.6524,-75.0000,0.0000,2.2850,0.3044,0.0000,0.0337,62.0616,2.0930,2492,98,84,0,0,201.0728,18.8922,4,128.3090,0.9998,1.0007,1.0004,2.4322,0.0000,0.0000,0.0000,1.8890,2409917,0.0000,0,0.0000,0.0000,193432.0000,0.2504,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3557,AAEB4C7F40E911ED8B1900301809E817,585.8402,2190.1232,13.4458
2022-09-30_AM-Sample_Raw-Lake_Test1,176.3498,187.0874,0.7017,192.3845,192.3856,192.3629,1160.7660,2187.1000,1761.6774,0.3404,0,2493,195,303,7.4770,4.6063,1000.0000,7.4700,4.7309,1000.0000,0.1246,0.2529,0.4201,0.7713,2.3804,72.8069,0.6890,09-30-2022 13:59:39,14.9845,22.4664,15.4340,62.1408,786.0320,5.2893,-70.0000,15.0000,0.2464,0.8023,0.0000,0.1891,34.5794,6.5376,2493,121,100,0,0,141.6636,27.7426,2,82.2341,1.0000,0.9999,0.9999,1.1295,0.0000,0.0000,0.0000,40.3685,2409918,0.0000,0,0.0000,0.0000,261936.0000,0.2691,09-30-2022 13:59:39,09-30-2022 13:59:39,0.3330,AAEB4FAE40E911ED8B1900301809E817,1761.6774,5937.4379,16.8498
2022-09-30_AM-Sample_Raw-Lake_Test1,163.0232,172.7773,0.6633,202.4042,202.5377,202.6829,1463.1437,1430.8285,1565.8053,0.3404,0,2494,606,1614,7.5304,4.6398,1000.0000,7.5512,4.6961,1000.0000,0.0562,0.5814,0.6217,0.8906,1.6085,53.3713,0.9411,09-30-2022 13:59:39,14.4072,16.2919,14.8320,51.1706,786.6100,2.6802,75.0000,-20.0000,0.2567,0.7957,0.0000,0.3731,23.7418,8.8581,2494,99,85,0,0,151.3142,18.8922,1,65.1999,0.9993,1.0014,1.0007,1.2216,0.0000,0.0000,0.0000,56.7065,2409919,0.0000,0,0.0000,0.0000,260563.0000,0.7561,09-30-2022 13:59:39,09-30-2022 13:59:39,0.1157,AAEB52E040E911ED8B1900301809E817,1565.8053,2264.2043,12.4246
2022-09-30_AM-Sample_Raw-Lake_Test1,83.0322,83.0322,0.7230,202.6808,202.8584,203.0433,730.9351,475.8272,569.1587,0.3404,0,2495,994,693,7.5304,4.6398,1000.0000,7.5512,4.6961,1000.0000,0.0562,0.7331,0.7519,0.9419,1.3300,36.9408,0.9859,09-30-2022 13:59:39,10.2820,11.0535,10.2820,64.2909,786.6100,1.5207,-70.0000,5.0000,0.0000,1.0151,0.0000,0.6576,12.9108,8.4902,2495,80,72,0,0,158.2886,13.1054,1,42.8019,0.9991,1.0018,1.0009,1.1587,0.0000,0.0000,0.0000,69.5983,2409919,0.0000,0,0.0000,0.0000,149741.0000,0.7924,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0698,AAEB55FB40E911ED8B1900301809E817,569.1587,707.1366,9.0206
2022-09-30_AM-Sample_Raw-Lake_Test1,159.5686,159.5686,0.0689,199.6915,199.9165,200.0391,398.6933,336.9148,1516.2999,0.3404,0,2496,469,1277,7.6310,4.8022,1000.0000,7.6856,5.0900,1000.0000,0.2879,0.0000,0.1009,0.1088,9.9069,118.2095,0.6740,09-30-2022 13:59:39,14.2537,36.8483,14.2537,52.3365,786.9540,29.0890,-90.0000,-5.0000,0.3393,0.7467,0.0000,0.0344,75.4516,2.5938,2496,210,63,0,0,177.1681,56.3362,1,156.0909,0.9989,1.0017,1.0006,1.3205,0.0000,0.0000,0.0000,20.6911,2409920,0.0000,0,0.0000,0.0000,299237.0000,0.3953,09-30-2022 13:59:39,09-30-2022 13:59:39,0.6132,AAEB591D40E911ED8B1900301809E817,1516.2999,26196.9657,5.2762
2022-09-30_AM-Sample_Raw-Lake_Test1,297.4422,297.4422,0.0800,199.8356,199.7687,199.8018,1236.5597,885.5691,3858.9373,0.3404,0,2497,743,1141,7.6310,4.8022,1000.0000,7.6856,5.0900,1000.0000,0.2879,0.0000,0.1672,0.1442,5.9797,144.3156,0.8638,09-30-2022 13:59:39,19.4606,45.2165,19.4606,34.3387,786.9540,16.7260,80.0000,-10.0000,0.0984,0.9104,0.0000,0.0598,76.0858,4.5489,2497,244,90,0,0,189.1031,69.2714,1,161.2694,1.0003,0.9998,1.0002,1.1175,0.0000,0.0000,0.0000,28.3020,2409920,0.0000,0,0.0000,0.0000,564851.0000,0.5243,09-30-2022 13:59:39,09-30-2022 13:59:39,0.5696,AAEB5C5940E911ED8B1900301809E817,3858.9373,48404.8066,5.6166
2022-09-30_AM-Sample_Raw-Lake_Test1,174.3530,175.2987,0.5278,195.3923,195.4464,195.5093,870.0222,1510.0163,1731.8403,0.3404,0,2498,662,195,7.5266,4.6553,1000.0000,7.5383,4.7227,1000.0000,0.0674,0.3677,0.3138,0.7217,3.1869,61.6459,0.8232,09-30-2022 13:59:39,14.8994,18.8827,14.9398,79.3376,789.1570,7.8850,-45.0000,55.0000,0.6842,0.5938,0.0000,0.1268,40.9903,5.1985,2498,98,104,0,0,120.8541,24.3386,2,92.3777,0.9997,1.0006,1.0003,1.4985,0.0000,0.0000,0.0000,45.7643,2409921,0.0000,0,0.0000,0.0000,221163.0000,0.5097,09-30-2022 13:59:39,09-30-2022 13:59:39,0.2109,AAEB60D240E911ED8B1900301809E817,1731.8403,3525.2829,12.4246
2022-09-30_AM-Sample_Raw-Lake_Test1,395.5941,398.5231,0.0953,200.8142,200.8350,200.8663,1646.1323,2358.6608,5918.8651,0.3404,0,2499,806,1163,7.6323,4.7667,1000.0000,7.6679,4.9013,1000.0000,0.1346,0.0000,0.1341,0.1394,7.4575,169.0987,0.6691,09-30-2022 13:59:39,22.4429,53.1024,22.5259,32.3236,789.6720,21.3817,-85.0000,5.0000,0.2195,0.8200,0.0000,0.0468,98.5871,4.6108,2499,280,90,0,0,184.7143,80.8450,1,206.3958,0.9999,1.0003,1.0002,1.2206,0.0000,0.0000,0.0000,38.6972,2409922,0.0000,0,0.0000,0.0000,719647.0000,0.2533,09-30-2022 13:59:39,09-30-2022 13:59:39,0.5774,AAEB640740E911ED8B1900301809E817,5918.8651,78404.5148,10.7226
2022-09-30_AM-Sample_Raw-Lake_Test1,83.7383,84.6467,0.9330,202.8709,202.8017,202.7828,664.0307,578.9542,576.4345,0.3404,0,2500,215,1528,7.4582,4.5667,1000.0000,7.4608,4.6526,1000.0000,0.0860,0.7928,0.7054,0.9814,1.4177,36.4572,0.9995,09-30-2022 13:59:39,10.3256,10.9023,10.3815,30.8017,789.8600,1.9376,-60.0000,0.0000,0.2514,0.7991,0.0000,0.5161,14.6964,7.5848,2500,77,73,0,0,174.9098,11.7438,1,44.5623,1.0003,0.9996,0.9999,1.2223,0.0000,0.0000,0.0000,69.8462,2409923,0.0000,0,0.0000,0.0000,166689.0000,0.6018,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0529,AAEB672F40E911ED8B1900301809E817,576.4345,678.4966,9.7014
2022-09-30_AM-Sample_Raw-Lake_Test1,91.3273,104.7774,0.5830,190.4767,190.2938,190.0340,417.0916,804.3305,656.5454,0.3404,0,2501,501,165,7.4582,4.5667,1000.0000,7.4608,4.6526,1000.0000,0.0860,0.2827,0.2929,0.7225,3.4144,48.4117,0.7835,09-30-2022 13:59:39,10.7834,14.7034,11.5502,46.4518,789.8600,8.6105,-90.0000,-10.0000,0.9036,0.5253,0.0000,0.1161,34.0199,3.9510,2501,97,77,0,0,185.3298,17.8710,2,75.9417,1.0010,0.9977,0.9986,1.5687,0.0000,0.0000,0.0000,27.2942,2409923,0.0000,0,0.0000,0.0000,190519.0000,0.1609,09-30-2022 13:59:39,09-30-2022 13:59:39,0.2666,AAEB6A5140E911ED8B1900301809E817,656.5454,1664.3741,10.7226
2022-09-30_AM-Sample_Raw-Lake_Test1,85.3537,85.3537,0.9664,191.8400,191.6935,191.5098,907.4354,599.5670,593.1953,0.3404,0,2502,758,138,7.6357,4.7454,1000.0000,7.6498,4.8023,1000.0000,0.0569,0.8488,0.7847,0.9819,1.2743,37.6596,0.9793,09-30-2022 13:59:39,10.4248,11.2994,10.4248,94.5185,790.0630,1.0604,-80.0000,50.0000,0.0000,1.1387,0.0000,0.9431,10.9114,10.2902,2502,79,77,0,0,102.3230,12.4246,1,42.4031,1.0008,0.9983,0.9990,1.1260,0.0000,0.0000,0.0000,42.4595,2409924,0.0000,0,0.0000,0.0000,99151.0000,0.7817,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0774,AAEB6D5C40E911ED8B1900301809E817,593.1953,755.3765,10.3822
2022-09-30_AM-Sample_Raw-Lake_Test1,141.9366,141.9366,0.0875,199.6362,199.6941,199.7072,495.8171,236.1931,1272.0529,0.3404,0,2503,918,1212,7.7337,4.9243,1000.0000,7.7511,4.8981,1000.0000,-0.0261,0.0000,0.1991,0.1662,5.0235,95.0593,0.9246,09-30-2022 13:59:39,13.4432,29.5959,13.4432,30.6037,790.1100,13.7090,-70.0000,20.0000,0.0813,0.9248,0.0000,0.0729,49.1376,3.5843,2503,169,94,0,0,200.6112,45.4434,1,105.4438,0.9997,1.0004,1.0001,1.1092,0.0000,0.0000,0.0000,26.8213,2409925,0.0000,0,0.0000,0.0000,304929.0000,0.7313,09-30-2022 13:59:39,09-30-2022 13:59:39,0.5458,AAEB71E940E911ED8B1900301809E817,1272.0529,13573.5294,3.5742
2022-09-30_AM-Sample_Raw-Lake_Test1,253.3156,259.1903,0.8794,198.1728,197.7363,197.3083,1701.5904,3192.7959,3032.8901,0.3404,0,2504,216,1516,7.6292,4.7335,1000.0000,7.6602,4.9767,1000.0000,0.2433,0.6476,0.3833,0.9400,2.6086,67.7001,0.8710,09-30-2022 13:59:39,17.9592,20.8495,18.1662,75.7868,790.4690,6.0294,-25.0000,85.0000,0.7862,0.5599,0.0000,0.1659,42.8652,7.1094,2504,97,111,0,0,132.7647,23.9982,2,99.9491,1.0022,0.9956,0.9978,1.4763,0.0000,0.0000,0.0000,40.2885,2409926,0.0000,0,0.0000,0.0000,341869.0000,0.5842,09-30-2022 13:59:39,09-30-2022 13:59:39,0.1386,AAEB74FE40E911ED8B1900301809E817,3032.8901,4745.5391,17.5306
2022-09-30_AM-Sample_Raw-Lake_Test1,305.6100,311.6333,0.0914,199.5217,199.5390,199.5684,1341.0449,1641.8220,4018.9725,0.3404,0,2505,621,1245,7.6292,4.7335,1000.0000,7.6602,4.9767,1000.0000,0.2433,0.0000,0.1721,0.1289,5.8101,145.3654,0.6777,09-30-2022 13:59:39,19.7260,45.5663,19.9194,53.5666,790.4690,16.1911,70.0000,-20.0000,0.1097,0.9011,0.0000,0.0618,76.4954,4.7245,2505,234,125,0,0,185.4708,68.9310,1,162.4399,0.9999,1.0002,1.0001,1.1175,0.0000,0.0000,0.0000,38.2854,2409926,0.0000,0,0.0000,0.0000,568097.0000,0.0349,09-30-2022 13:59:39,09-30-2022 13:59:39,0.5671,AAEB780640E911ED8B1900301809E817,4018.9725,49537.0971,8.6802
2022-09-30_AM-Sample_Raw-Lake_Test1,432.7437,435.0281,0.0905,191.7282,191.6378,191.5743,1642.6533,3471.3276,6771.8894,0.3404,0,2506,692,1749,7.6471,4.7603,1000.0000,7.6614,4.9307,1000.0000,0.1704,0.0000,0.1065,0.1124,9.3940,202.1546,0.5985,09-30-2022 13:59:39,23.4731,63.6737,23.5350,40.3606,790.6250,27.4757,5.0000,-85.0000,0.2024,0.8317,0.0000,0.0364,116.4441,4.2381,2506,88,327,0,0,187.2126,96.8438,1,241.3644,1.0005,0.9992,0.9997,1.1940,0.0000,0.0000,0.0000,39.8675,2409927,0.0000,0,0.0000,0.0000,793407.0000,0.0459,09-30-2022 13:59:39,09-30-2022 13:59:39,0.6314,AAEB7B6E40E911ED8B1900301809E817,6771.8894,135169.6255,10.0418
2022-09-30_AM-Sample_Raw-Lake_Test1,103.8569,103.8569,0.9222,201.3762,201.4153,201.4570,1204.1266,779.2617,796.1903,0.3404,0,2507,775,1214,7.7194,5.0385,1000.0000,7.7666,5.4469,1000.0000,0.4084,0.8404,0.7878,0.9823,1.2693,40.7907,0.9893,09-30-2022 13:59:39,11.4993,12.2733,11.4993,57.3058,791.9690,1.0000,60.0000,25.0000,0.0000,1.1366,0.0000,1.0000,11.5308,11.5308,2507,80,79,0,0,162.0087,13.1054,1,46.1233,0.9998,1.0004,1.0002,1.1307,0.0000,0.0000,0.0000,51.4086,2409928,0.0000,0,0.0000,0.0000,186472.0000,0.7336,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0631,AAEB7E9D40E911ED8B1900301809E817,796.1903,968.0189,11.4034
2022-09-30_AM-Sample_Raw-Lake_Test1,371.4298,378.9014,0.0550,187.1541,186.8870,186.6836,1311.6552,1248.3606,5384.9166,0.3404,0,2508,346,707,7.7673,5.1748,1000.0000,7.7922,5.4790,1000.0000,0.3042,0.0000,0.1005,0.0873,9.9509,193.7881,0.7042,09-30-2022 13:59:39,21.7467,60.9978,21.9643,61.0314,792.9070,29.2273,-5.0000,-90.0000,0.2004,0.8331,0.0000,0.0342,112.5734,3.8517,2508,69,319,0,0,156.3637,93.7802,1,232.8502,1.0014,0.9975,0.9989,1.2016,0.0000,0.0000,0.0000,40.4582,2409929,0.0000,0,0.0000,0.0000,574324.0000,0.3163,09-30-2022 13:59:39,09-30-2022 13:59:39,0.6435,AAEB81BF40E911ED8B1900301809E817,5384.9166,118834.0504,8.3398
2022-09-30_AM-Sample_Raw-Lake_Test1,482.0998,482.0998,0.9164,185.2398,184.0865,182.7968,7423.7680,7747.5382,7962.8631,0.3404,0,2509,730,1826,7.7827,5.2384,1000.0000,7.7777,5.0045,1000.0000,-0.2340,0.8226,0.7216,0.9843,1.3859,84.4182,0.9765,09-30-2022 13:59:39,24.7756,26.1635,24.7756,49.9805,793.0160,1.7975,45.0000,-90.0000,0.0997,0.9093,0.0000,0.5563,31.2575,17.3896,2509,94,120,0,0,97.7711,28.4234,1,97.2943,1.0063,0.9868,0.9930,1.1525,0.0000,0.0000,0.0000,59.2725,2409930,0.0000,0,0.0000,0.0000,458644.0000,0.8447,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0530,AAEB84CD40E911ED8B1900301809E817,7962.8631,9377.5039,23.3174
2022-09-30_AM-Sample_Raw-Lake_Test1,121.4225,127.6208,0.4817,194.9425,195.1097,195.3026,285.9641,2304.7908,1006.4976,0.3404,0,2510,151,823,7.4275,4.6748,1000.0000,7.4584,5.0230,1000.0000,0.3481,0.0000,0.0952,0.3852,10.5067,75.5201,0.4742,09-30-2022 13:59:39,12.4338,23.3269,12.7472,55.6595,793.5320,30.9755,-35.0000,55.0000,1.2612,0.4422,0.0000,0.0323,70.4292,2.2737,2510,101,128,0,0,174.5212,31.1466,1,145.4058,0.9991,1.0018,1.0010,1.9254,0.0000,0.0000,0.0000,26.3536,2409931,0.0000,0,0.0000,0.0000,230717.0000,0.1695,09-30-2022 13:59:39,09-30-2022 13:59:39,0.4670,AAEB880F40E911ED8B1900301809E817,1006.4976,6646.1054,14.4670
2022-09-30_AM-Sample_Raw-Lake_Test1,499.5689,538.6087,0.7030,198.8287,198.8588,198.8819,6731.9725,8539.7228,8399.5671,0.3404,0,2511,227,1291,7.6632,5.1002,1000.0000,7.7195,5.4885,1000.0000,0.3883,0.3170,0.5899,0.8875,1.6952,106.9027,0.8275,09-30-2022 13:59:39,25.2204,33.3025,26.1874,71.7586,794.3440,2.9912,15.0000,-90.0000,0.0000,1.0215,0.0000,0.3343,42.4862,14.2037,2511,115,167,0,0,145.7753,43.4010,2,113.3798,0.9998,1.0003,1.0001,1.0606,0.0000,0.0000,0.0000,50.8956,2409932,0.0000,0,0.0000,0.0000,707156.0000,0.6280,09-30-2022 13:59:39,09-30-2022 13:59:39,0.2427,AAEB8B3840E911ED8B1900301809E817,8399.5671,19338.7246,23.9982
2022-09-30_AM-Sample_Raw-Lake_Test1,101.6088,101.6088,0.8408,198.8813,198.9247,199.0948,901.4682,713.8131,770.4792,0.3404,0,2512,391,801,7.7028,4.9846,1000.0000,7.7249,5.2824,1000.0000,0.2977,0.8120,0.7327,0.9715,1.3649,40.5277,0.9847,09-30-2022 13:59:39,11.3742,12.1882,11.3742,66.8211,795.0940,1.6994,-45.0000,-90.0000,0.1089,0.9018,0.0000,0.5884,14.9103,8.7738,2512,75,82,0,0,158.5793,13.4458,1,47.3681,0.9998,1.0011,1.0009,1.1688,0.0000,0.0000,0.0000,48.6016,2409933,0.0000,0,0.0000,0.0000,179036.0000,0.8621,09-30-2022 13:59:39,09-30-2022 13:59:39,0.0668,AAEB8E4340E911ED8B1900301809E817,770.4792,948.0222,10.3822
2022-09-30_AM-Sample_Raw-Lake_Test1,113.1854,115.0359,0.7986,198.3994,198.0950,197.9219,705.7218,996.5633,905.8353,0.3404,0,2513,167,1772,7.6896,4.7814,1000.0000,7.7056,4.8376,1000.0000,0.0562,0.5926,0.5138,0.8663,1.9461,46.9960,0.8660,09-30-2022 13:59:39,12.0047,14.2779,12.1024,82.0130,795.2500,3.8544,10.0000,-60.0000,0.5316,0.6529,0.0000,0.2594,23.7222,6.1545,2513,85,89,0,0,125.2399,15.4882,1,59.7535,1.0015,0.9976,0.9991,1.2715,0.0000,0.0000,0.0000,47.1496,2409934,0.0000,0,0.0000,0.0000,155548.0000,0.5546,09-30-2022 13:59:39,09-30-2022 13:59:39,0.1592,AAEB916540E911ED8B1900301809E817,905.8353,1524.0198,13.1054
2022-09-30_AM-Sample_Raw-Lake_Test1,91.1244,91.1244,0.8623,198.2817,198.3528,198.2212,490.9414,878.6591,654.3586,0.3404,0,2514,150,1167,7.7111,4.8402,1000.0000,7.7352,5.0049,1000.0000,0.1647,0.1308,0.4809,0.7914,2.0795,58.9929,0.5015,09-30-2022 13:59:39,10.7714,18.1263,10.7714,27.3919,795.4070,4.3003,-65.0000,55.0000,0.0000,1.0011,0.0000,0.2325,22.6107,5.2579,2514,103,93,0,0,172.5799,22.6366,5,55.7371,0.9996,0.9997,0.9993,0.9448,0.0000,0.0000,0.0000,64.3631,2409935,0.0000,0,0.0000,0.0000,177067.0000,0.3086,09-30-2022 13:59:39,09-30-2022 13:59:39,0.4058,AAEB948340E911ED8B1900301809E817,654.3586,3118.3590,13.7862
